#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     14                        72
       2                     14                        42
       3                      4                        38
       4                     20                        22
       5                      4                        30
       6                     10                        52
       7                     18                        30
       8                      4                        30
       9                     18                        24
      10                     12                        40
      11                      2                        44
      12                     10                        60
      13                      2                        52
      14                      6                        56
      15                      2                        40
