#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     16                        72
       2                     12                       126
       3                     14                        92
       4                      6                        68
       5                      6                        58
       6                     16                       106
       7                      6                        60
       8                      4                        56
       9                     16                       118
      10                     16                        22
      11                     14                        40
      12                     14                        72
      13                     12                        52
      14                      6                        38
      15                     22                        74
      16                     12                        52
      17                     14                        82
      18                     10                        46
      19                     14                        42
      20                     14                        62
      21                     10                        50
      22                     10                        60
      23                      6                        86
      24                     22                        86
      25                     16                        38
      26                      6                        74
      27                     14                       106
      28                     22                        46
      29                     10                        82
      30                     14                       108
