#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      2                        60
       2                     12                        82
       3                      6                       134
       4                     12                        68
       5                     14                       104
       6                     12                       106
       7                     16                        36
       8                      4                        96
       9                     20                       122
      10                     12                        40
      11                     18                        72
      12                      0                       100
      13                     12                        58
      14                     22                        82
      15                     28                        70
      16                     16                        50
      17                      8                        40
      18                     14                        70
      19                     36                        74
      20                     12                        90
      21                     20                       132
      22                     12                        24
      23                      2                        58
      24                     34                        76
      25                      8                        44
      26                     16                        96
      27                     14                       106
      28                     24                        48
      29                     14                        64
      30                     24                        54
