#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     32                        22
       2                     14                        34
       3                      2                        52
       4                      8                        26
       5                     30                        22
       6                      6                        44
       7                      8                        20
       8                      2                        46
       9                      2                        44
      10                      6                        50
      11                      2                        38
      12                      4                        44
      13                      8                        56
      14                      8                        50
      15                      2                        44
