#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      6                        82
       2                     14                        62
       3                     34                        84
       4                     18                        36
       5                      4                        84
       6                      8                        82
       7                     16                        68
       8                     10                       132
       9                      8                       124
      10                     20                        52
      11                      6                        90
      12                     34                        54
      13                      6                        60
      14                      6                        86
      15                     10                        60
      16                      4                        76
      17                      2                        62
      18                      8                        88
      19                     24                        72
      20                     14                        74
      21                     12                       102
      22                      4                       106
      23                     18                       124
      24                     20                       110
      25                      2                        66
      26                     14                        56
      27                     18                       124
      28                     12                        68
      29                     22                        66
      30                      6                        36
