#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      4                        36
       2                      2                        18
       3                     16                        26
       4                     16                        58
       5                     22                        38
       6                      4                        36
       7                     10                        26
       8                      6                        52
       9                      4                        36
      10                      8                        66
      11                      8                        58
      12                     10                        44
      13                     14                        28
      14                     12                        40
      15                      6                        34
