#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      4                        32
       2                      2                        42
       3                      8                        26
       4                      6                        36
       5                      8                        34
       6                      0                        20
       7                     10                        22
       8                      4                        24
       9                     12                        42
      10                      2                        42
      11                      8                        28
      12                      4                        46
      13                      0                        30
      14                      4                        62
      15                      4                        46
