#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      0                       106
       2                      6                        56
       3                     20                        64
       4                      0                        54
       5                     12                       136
       6                      2                        78
       7                     12                        50
       8                      2                       136
       9                      2                        58
      10                      6                        40
      11                      4                       126
      12                     24                        44
      13                     10                        74
      14                      6                        22
      15                     18                        50
      16                      8                        38
      17                      8                        84
      18                     18                        88
      19                     16                        50
      20                      4                        58
      21                     22                        80
      22                      4                        62
      23                     18                        78
      24                      6                        56
      25                      0                        88
      26                      2                        34
      27                     16                       140
      28                      6                        48
      29                     12                        74
      30                     12                        72
