#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     50                        42
       2                     18                        78
       3                     20                       140
       4                     18                        62
       5                      2                       120
       6                      6                       122
       7                     18                        56
       8                     12                        66
       9                     12                        74
      10                      8                        64
      11                     12                        84
      12                     10                       134
      13                     14                        80
      14                      4                        70
      15                     16                        84
      16                     18                        86
      17                      8                        66
      18                     20                        72
      19                     22                        88
      20                      6                        42
      21                      4                        52
      22                      0                        88
      23                     16                        98
      24                     18                       112
      25                     16                        54
      26                     12                        74
      27                     16                        82
      28                      2                        92
      29                     10                        72
      30                      6                        74
