#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     16                        82
       2                      0                        66
       3                      4                        52
       4                      8                        44
       5                      2                       104
       6                      2                        88
       7                      6                        48
       8                     12                        86
       9                     14                       114
      10                     16                        58
      11                      0                        72
      12                      0                        74
      13                     12                        48
      14                     14                        74
      15                     24                       112
      16                     22                        54
      17                     14                        74
      18                     12                       100
      19                      0                        62
      20                     14                        68
      21                     18                       130
      22                      2                        46
      23                     14                       102
      24                     14                        98
      25                     26                        70
      26                      0                        80
      27                     18                        52
      28                      2                        98
      29                      6                        70
      30                      8                       112
