#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     10                        38
       2                     14                        44
       3                     10                        16
       4                     10                        38
       5                      4                        46
       6                     10                        26
       7                      8                        42
       8                      0                        38
       9                      4                        40
      10                     20                        30
      11                     10                        28
      12                      4                        96
      13                      8                        56
      14                      4                        50
      15                     16                        64
