#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      6                        48
       2                     18                        22
       3                      8                        44
       4                     10                        38
       5                      0                        44
       6                      2                        36
       7                     18                        34
       8                      6                        32
       9                     18                        50
      10                      6                        58
      11                      6                        24
      12                     12                        44
      13                      6                        58
      14                      4                        64
      15                     14                        50
