#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     10                        50
       2                     10                        18
       3                      6                        42
       4                     16                        50
       5                      6                        24
       6                      8                        54
       7                     20                        30
       8                      8                        38
       9                     28                        22
      10                      6                        52
      11                      6                        38
      12                      2                        44
      13                      6                        54
      14                      6                        46
      15                      8                        56
