#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     18                        74
       2                      2                        66
       3                     22                        84
       4                     16                        52
       5                     20                        58
       6                      4                        70
       7                     14                        54
       8                      4                       124
       9                     18                       138
      10                      6                        46
      11                      2                        66
      12                     10                       124
      13                     14                        74
      14                      8                        86
      15                     10                       100
      16                     10                        90
      17                      6                        92
      18                     12                        68
      19                     12                        44
      20                      2                        70
      21                     10                       136
      22                      6                        76
      23                      8                       100
      24                     10                       106
      25                     10                       124
      26                     14                        78
      27                     10                        92
      28                     32                        46
      29                      4                        76
      30                      2                        36
