#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      8                        42
       2                      6                        18
       3                      8                        40
       4                      8                        28
       5                      6                        24
       6                      2                        26
       7                      2                        40
       8                      2                        42
       9                      6                        56
      10                      4                        18
      11                      0                        36
      12                     10                        30
      13                      4                        22
      14                      2                        38
      15                      2                        46
