#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      0                        80
       2                      2                        74
       3                     24                        78
       4                     14                        46
       5                      2                        70
       6                      8                        66
       7                     12                        50
       8                     10                        48
       9                      6                        60
      10                      8                        66
      11                      2                        92
      12                     10                        70
      13                      6                        82
      14                      6                        66
      15                     18                        94
      16                      8                        38
      17                      6                        70
      18                     10                        58
      19                     10                        42
      20                     16                        54
      21                      4                        76
      22                     14                        72
      23                      6                        92
      24                      8                        74
      25                      2                        88
      26                      4                       118
      27                      8                        84
      28                      4                        80
      29                     18                        58
      30                     22                       148
