#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      6                        22
       2                     12                        36
       3                      4                        14
       4                     12                        48
       5                      2                        32
       6                      2                        40
       7                     12                        40
       8                     10                        32
       9                     14                        36
      10                      4                        12
      11                      8                        12
      12                      4                        34
      13                     14                        24
      14                     12                        50
      15                      8                        34
