#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      4                        28
       2                      8                        42
       3                     10                        32
       4                      8                        40
       5                      4                        24
       6                     10                        34
       7                      6                        42
       8                      6                        22
       9                      6                        30
      10                      4                        54
      11                     10                        22
      12                      4                        60
      13                      2                        54
      14                      6                        40
      15                      0                        22
