#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                      8                        72
       2                      6                        72
       3                      6                        84
       4                      8                        28
       5                      6                       112
       6                     14                        94
       7                      0                        76
       8                      0                        58
       9                      0                        52
      10                     18                        58
      11                     16                        96
      12                     12                        60
      13                      2                        54
      14                      6                        26
      15                     12                        76
      16                      2                        46
      17                     12                        46
      18                     18                        68
      19                     14                        76
      20                      8                        80
      21                      8                        94
      22                      6                        46
      23                      8                        62
      24                     10                       130
      25                      4                        62
      26                      4                        98
      27                     10                        62
      28                      6                        76
      29                     24                        86
      30                      6                        88
