#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     26                        38
       2                     10                        50
       3                      6                        18
       4                      2                        42
       5                      6                        26
       6                      2                        64
       7                     12                        36
       8                      8                        70
       9                      4                        30
      10                     10                        36
      11                      4                        22
      12                     10                        70
      13                      2                        68
      14                      4                        56
      15                     10                        44
