#Frame   Contacts_00002[native] Contacts_00002[nonnative]
       1                     20                        38
       2                     18                        40
       3                     22                        38
       4                     20                        82
       5                     10                        48
       6                     24                        52
       7                     14                        54
       8                      0                        34
       9                     26                        86
      10                     16                        78
      11                      2                        98
      12                     14                       102
      13                     18                        70
      14                      0                        90
      15                     14                        40
      16                     22                        72
      17                      6                       116
      18                     14                        82
      19                     22                        58
      20                      6                        36
      21                      6                        64
      22                     16                        54
      23                      6                        56
      24                     28                        56
      25                     18                        70
      26                     10                        90
      27                     10                        64
      28                     20                        50
      29                     10                        40
      30                     10                        48
